Provincia,Partido,Localidad,ADSL,Cablemodem,Dial up,Fibra optica,Otros,Satelital,Wimax,Wireless,Total general
Buenos Aires,Lincoln,Bayauca,0,0,0,0,1,0,0,43,44
Buenos Aires,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),288,0,0,0,0,0,0,0,288
Buenos Aires,Lincoln,El Triunfo,0,0,1,10,0,0,0,0,11
Buenos Aires,Lincoln,Las Toscas,330,0,0,0,0,0,0,0,330
Buenos Aires,Lincoln,Lincoln,813,8713,39,11,1,0,0,0,9577
Buenos Aires,Lincoln,Pasteur,0,0,0,0,0,2,0,487,489
Buenos Aires,Lincoln,Roberts,0,0,1,699,0,0,0,0,700
Buenos Aires,Lincoln,Arenaza,0,0,0,293,0,0,0,0,293
Buenos Aires,Lincoln,Carlos Salas,0,0,0,0,0,0,0,123,123
Buenos Aires,Lobería,Lobería,753,0,7,902,15,1,0,716,2394
Buenos Aires,Lobería,San Manuel,0,0,0,322,0,0,0,177,499
Buenos Aires,Lobería,Arenas Verdes,0,0,0,0,0,0,0,11,11
Buenos Aires,Lobería,Licenciado Matienzo,0,0,0,0,0,0,0,1,1
Buenos Aires,Lobería,Pieres,0,0,0,0,0,0,0,7,7
Buenos Aires,Lobería,Tamangueyú,0,0,0,0,0,0,0,28,28
Buenos Aires,Lobos,Antonio Carboni,4,0,1,122,156,0,0,101,384
Buenos Aires,Lobos,Elvira,0,0,0,61,0,0,0,74,135
Buenos Aires,Lobos,Lobos,730,5,10,2850,0,0,0,1510,5105
Buenos Aires,Lobos,Salvador María,87,0,0,446,0,0,0,265,798
Buenos Aires,Lomas De Zamora,Banfield,302,58077,80,9727,180,1,0,0,68367
Buenos Aires,Lomas De Zamora,Llavallol,136,7197,34,7044,36,0,0,2,14449
Buenos Aires,Lomas De Zamora,Lomas De Zamora,550,35345,112,11636,300,2,0,2332,50277
Buenos Aires,Lomas De Zamora,Temperley,39,25508,19,9103,50,2,0,0,34721
Buenos Aires,Lomas De Zamora,Turdera,38,2399,21,6294,1,0,0,0,8753
Buenos Aires,Lomas De Zamora,Villa Centenario,0,45,0,165,0,0,0,300,510
Buenos Aires,Lomas De Zamora,Villa Fiorito,0,175,0,203,0,0,0,666,1044
Buenos Aires,Luján,Barrio Las Casuarinas,0,0,0,115,0,0,0,25,140
Buenos Aires,Luján,Carlos Keen,0,0,0,0,0,0,0,20,20
Buenos Aires,Luján,Cortines,79,0,0,402,0,0,0,41,522
Buenos Aires,Luján,José María Jáuregui (Est. Jáuregui),450,1003,0,2356,0,0,0,20,3829
Buenos Aires,Luján,Lezica y Torrezuri,0,0,0,0,0,0,0,38,38
Buenos Aires,Luján,Luján,2440,12795,37,10525,37,1,0,2032,27867
Buenos Aires,Luján,Olivera,0,0,0,5,0,0,0,42,47
Buenos Aires,Luján,Open Door  (Est. Dr. Domingo Cabred),306,0,4,0,0,0,0,49,359
Buenos Aires,Luján,OTROS,0,0,0,0,0,0,0,42,42
Buenos Aires,Luján,Torres,148,0,0,0,0,0,0,21,169
Buenos Aires,Magdalena,General Mansilla  (Est. Bartolomé Bavio),0,544,0,409,0,0,0,0,953
Buenos Aires,Magdalena,Magdalena,708,2980,1,0,0,0,437,3,4129
Buenos Aires,Magdalena,Vieytes,0,0,0,28,0,0,0,84,112
Buenos Aires,Magdalena,Atalaya,0,0,0,353,0,0,0,0,353
Buenos Aires,Magdalena,Los Naranjos,0,0,0,46,0,0,0,0,46
Buenos Aires,Magdalena,Roberto J. Payró,0,0,0,0,0,0,0,32,32
Buenos Aires,Maipú,Las Armas,99,0,0,0,0,0,0,54,153
Buenos Aires,Maipú,Maipú,644,0,7,0,1100,0,0,20,1771
Buenos Aires,Maipú,Santo Domingo,0,0,0,0,0,1,0,7,8
Buenos Aires,Malvinas Argentinas,Area De Promocion El Triángulo,101,0,0,110,0,0,0,0,211
Buenos Aires,Malvinas Argentinas,Grand Bourg,3582,6742,0,5342,1,0,0,0,15667
Buenos Aires,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,454,3207,0,2,1,0,0,110,3774
Buenos Aires,Malvinas Argentinas,Ingeniero Pablo Nogués,1069,3114,3,853,3,0,0,1,5043
Buenos Aires,Malvinas Argentinas,Los Polvorines,263,6636,23,6167,5,1,0,1,13096
Buenos Aires,Malvinas Argentinas,Malvinas Argentinas,0,78,0,1,0,0,0,14,93
Buenos Aires,Malvinas Argentinas,Tortuguitas,1620,3463,1,46,4170,0,0,0,9300
Buenos Aires,Malvinas Argentinas,Villa De Mayo,28,3585,3,2569,5,0,0,22,6212
Buenos Aires,Mar Chiquita,Coronel Vidal,3,1607,0,284,0,0,0,159,2053
Buenos Aires,Mar Chiquita,General Pirán,0,0,1,750,0,0,0,69,820
Buenos Aires,Mar Chiquita,La Armonía,0,0,0,0,0,0,0,101,101
Buenos Aires,Mar Chiquita,Mar de Cobo,182,0,1,1439,0,0,0,0,1622
Buenos Aires,Mar Chiquita,Santa Clara del Mar,2053,0,0,699,0,0,0,736,3488
Buenos Aires,Mar Chiquita,Playa Dorada,0,0,0,0,0,0,0,98,98
Buenos Aires,Mar Chiquita,La Caleta,0,0,0,0,0,0,0,157,157
Buenos Aires,Mar Chiquita,Vivoratá,0,0,0,15,0,1,0,303,319
Buenos Aires,Marcos Paz,Marcos Paz,2567,8684,11,123,3,1,0,19,11408
Buenos Aires,Mercedes,Mercedes,1214,6307,59,2760,59,3,0,1588,11990
Buenos Aires,Mercedes,Gowland,0,0,0,5,0,0,0,101,106
Buenos Aires,Mercedes,Jorge Born,0,0,0,0,0,0,0,5,5
Buenos Aires,Merlo,Libertad,98,12698,12,14523,11,1,0,1756,29099
Buenos Aires,Merlo,Mariano Acosta,4444,7223,0,5279,0,0,0,8,16954
Buenos Aires,Merlo,Merlo,426,38759,69,23369,121,0,0,1055,63799
Buenos Aires,Merlo,OTROS,0,0,0,1,0,0,0,0,1
Buenos Aires,Merlo,Pontevedra,678,3855,2,4,0,0,0,1802,6341
Buenos Aires,Merlo,San Antonio De Padua,15,6722,3,6061,4,0,0,460,13265
Buenos Aires,Monte,San Miguel del Monte  (Est. Monte),487,1930,3,3775,0,0,0,371,6566
Buenos Aires,Monte,Abbott,0,0,0,302,0,0,0,18,320
Buenos Aires,Monte Hermoso,Balneario Sauce Grande,1,0,0,695,0,0,0,0,696
Buenos Aires,Monte Hermoso,Monte Hermoso,14,0,0,5943,0,0,0,0,5957
Buenos Aires,Moreno,Cuartel V,0,34,4,631,0,0,0,145,814
Buenos Aires,Moreno,Francisco Alvarez,978,4550,10,1146,98,0,0,199,6981
Buenos Aires,Moreno,La Reja,61,5247,8,2103,493,1,0,190,8103
Buenos Aires,Moreno,Moreno,440,49824,88,18385,268,4,0,719,69728
Buenos Aires,Moreno,Paso Del Rey,0,6951,0,1824,0,3,0,100,8878
Buenos Aires,Moreno,Trujui,240,3765,14,12337,2,0,0,130,16488
Buenos Aires,Morón,Castelar,6,18780,0,11342,12,0,0,100,30240
Buenos Aires,Morón,El Palomar,198,9280,4,4409,9,1,0,19,13920
Buenos Aires,Morón,Haedo,277,9929,102,13438,107,0,0,33,23886
Buenos Aires,Morón,Moron,844,20932,71,25230,88,3,0,19,47187
Buenos Aires,Morón,Villa Sarmiento,15,4790,19,4885,0,2,0,91,9802
Buenos Aires,Navarro,Las Marianas,0,0,0,0,0,0,0,203,203
Buenos Aires,Navarro,Navarro,392,1919,3,1814,0,1,0,194,4323
Buenos Aires,Navarro,Villa Moll  (Est. Moll),0,0,0,6,0,0,0,167,173
Buenos Aires,Navarro,José Juan Almeyra,0,0,0,0,0,0,0,99,99
Buenos Aires,Necochea,Claraz,0,0,0,0,0,0,0,105,105
Buenos Aires,Necochea,Juan N. Fernández,525,0,0,0,0,2,0,113,640
Buenos Aires,Necochea,Necochea - Quequén,3244,4139,155,14662,156,1,0,2183,24540
Buenos Aires,Necochea,Nicanor Olivera  (Est. La Dulce),1,0,2,0,0,0,0,713,716
Buenos Aires,Necochea,OTROS,0,0,0,0,0,0,0,16,16
Buenos Aires,Necochea,Costa Bonita,0,0,0,0,0,0,0,14,14
Buenos Aires,Necochea,Energía,0,0,0,0,0,0,0,13,13
Buenos Aires,Olavarría,Hinojo,13,0,0,0,0,1,0,0,14
Buenos Aires,Olavarría,Olavarría,3654,18401,6,2205,65,5,0,0,24336
Buenos Aires,Olavarría,Sierra Chica,0,510,0,0,0,0,0,0,510
Buenos Aires,Olavarría,Sierras Bayas,272,0,1,0,0,0,0,0,273
Buenos Aires,Olavarría,Villa Alfredo Fortabat,195,0,0,0,0,0,0,0,195
Buenos Aires,Olavarría,Colonia Hinojo,0,0,0,0,0,0,0,1,1
Buenos Aires,OTROS,OTROS,7,0,0,0,27983,0,0,0,27990
Buenos Aires,Patagones,Bahía San Blas,0,0,1,0,0,0,0,4,5
Buenos Aires,Patagones,Carmen de Patagones,1112,0,26,4159,29,1,0,13,5340
Buenos Aires,Patagones,José B. Casas,0,0,0,0,1,0,0,5,6
Buenos Aires,Patagones,Juan A. Pradere,0,84,0,0,1,0,0,4,89
Buenos Aires,Patagones,Stroeder,0,0,1,452,1,0,0,173,627
Buenos Aires,Patagones,Villalonga,117,0,7,749,0,0,0,245,1118
Buenos Aires,Pehuajó,Chiclana,0,0,0,0,0,0,0,9,9
Buenos Aires,Pehuajó,Francisco Madero,0,0,1,0,0,0,0,3,4
Buenos Aires,Pehuajó,Juan José Paso,0,0,0,28,0,0,0,385,413
Buenos Aires,Pehuajó,Magdala,0,0,0,0,0,0,0,7,7
Buenos Aires,Pehuajó,Mones Cazón,0,0,0,0,0,0,0,3,3
Buenos Aires,Pehuajó,Pehuajó,4347,1,68,5,69,0,0,265,4755
Buenos Aires,Pehuajó,San Esteban,0,0,0,0,0,0,0,3,3
Buenos Aires,Pehuajó,Capitán Castro,0,0,0,0,0,0,0,3,3
Buenos Aires,Pehuajó,Inocencio Sosa,0,0,0,0,0,0,0,3,3
Buenos Aires,Pehuajó,Nueva Plata,0,0,0,0,0,0,0,3,3
Buenos Aires,Pehuajó,San Bernardo  (Est. Guanaco),0,0,0,0,0,0,0,3,3
Buenos Aires,Pellegrini,Pellegrini,311,797,5,0,0,3,0,32,1148
Buenos Aires,Pergamino,Acevedo,115,153,0,0,0,0,0,184,452
Buenos Aires,Pergamino,Fontezuela,22,0,0,107,1,0,0,10,140
Buenos Aires,Pergamino,Guerrico,0,61,0,0,0,1,0,54,116
Buenos Aires,Pergamino,Juan A. de la Peña,0,0,0,0,0,0,0,51,51
Buenos Aires,Pergamino,Juan Anchorena  (Est. Urquiza),48,0,0,251,2,0,0,15,316
Buenos Aires,Pergamino,La Violeta,346,0,0,0,0,0,0,0,346
Buenos Aires,Pergamino,Manuel Ocampo,0,0,0,448,0,0,0,44,492
Buenos Aires,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),0,0,0,0,0,1,0,0,1
Buenos Aires,Pergamino,Pergamino,2564,18810,82,1201,82,2,0,524,23265
Buenos Aires,Pergamino,Pinzón,0,0,0,0,0,0,0,1,1
Buenos Aires,Pergamino,Rancagua,109,0,0,102,0,0,0,0,211
Buenos Aires,Pergamino,Villa San José,0,0,0,3,0,0,0,0,3
Buenos Aires,Pila,Casalins,0,0,0,0,0,0,0,5,5
Buenos Aires,Pila,Pila,0,0,1,23,0,0,0,51,75
Buenos Aires,Pilar,Del Viso,18661,3367,0,17,1,0,0,553,22599
Buenos Aires,Pilar,Fátima,396,84,0,2587,0,0,0,1,3068
Buenos Aires,Pilar,La Lonja,3288,1435,0,20,0,0,0,467,5210
Buenos Aires,Pilar,Los Cachorros,0,3274,0,0,0,0,0,0,3274
Buenos Aires,Pilar,Manzanares,0,691,0,3,0,0,0,3,697
Buenos Aires,Pilar,Maquinista F. Savio (oeste),0,0,0,0,0,0,0,54,54
Buenos Aires,Pilar,OTROS,0,1,0,5,0,0,0,268,274
Buenos Aires,Pilar,Pilar,2949,26906,35,12648,663,4,90,630,43925
Buenos Aires,Pilar,Presidente Derqui,1564,5770,0,82,0,0,0,604,8020
Buenos Aires,Pilar,Santa Teresa,0,0,0,0,0,2,0,0,2
Buenos Aires,Pilar,Tortuguitas,0,0,0,2,0,2,0,3,7
Buenos Aires,Pilar,Villa Astolfi,0,1453,0,3,0,0,0,9,1465
Buenos Aires,Pilar,Villa Rosa,616,7420,3,327,0,0,360,441,9167
Buenos Aires,Pilar,Zelaya,29,8,0,0,2,0,0,5,44
Buenos Aires,Pilar,Manuel Alberti,0,1841,0,538,0,0,0,0,2379
Buenos Aires,Pinamar,Pinamar,9166,2828,0,14811,1000,3,0,0,27808
Buenos Aires,Pinamar,Carilo,0,742,0,0,0,0,0,0,742
Buenos Aires,Presidente Perón,Guernica,77,13355,8,6236,8,0,0,115,19799
Buenos Aires,Puán,Bordenave,0,0,0,172,0,1,0,159,332
Buenos Aires,Puán,Darregueira,238,946,1,1110,0,0,0,87,2382
Buenos Aires,Puán,Puán,0,2098,0,1,0,1,0,92,2192
Buenos Aires,Puán,Villa Iris,0,0,0,611,0,0,0,232,843
Buenos Aires,Puán,San Germán,0,0,0,0,0,0,0,53,53
Buenos Aires,Punta Indio,Pipinas,0,114,0,0,0,0,0,0,114
Buenos Aires,Punta Indio,Verónica,227,816,0,6,0,0,0,0,1049
Buenos Aires,Punta Indio,Punta Indio,0,0,0,0,0,0,0,115,115
Buenos Aires,Quilmes,Bernal,135,21188,69,9489,75,1,0,0,30957
Buenos Aires,Quilmes,Bernal Oeste,71,3652,3,1788,28,0,0,0,5542
Buenos Aires,Quilmes,Don Bosco,0,3025,0,3,1,0,0,0,3029
Buenos Aires,Quilmes,Ezpeleta,112,13418,8,2551,16,0,0,319,16424
Buenos Aires,Quilmes,Ezpeleta Oeste,48,1475,8,3926,16,0,0,0,5473
Buenos Aires,Quilmes,Quilmes,88,48962,78,12321,172,2,0,141,61764
Buenos Aires,Quilmes,Quilmes Oeste,113,7657,48,13698,40,0,0,2,21558
Buenos Aires,Quilmes,San Francisco Solano,0,11428,0,33,30,0,0,114,11605
Buenos Aires,Quilmes,Villa La Florida,22,5209,5,6909,0,0,0,114,12259
Buenos Aires,Ramallo,EL PARAÍSO,0,0,0,0,30,0,0,0,30
Buenos Aires,Ramallo,OTROS,0,0,0,0,10,0,0,0,10
Buenos Aires,Ramallo,Pérez Millán,0,0,0,1,0,0,0,0,1
Buenos Aires,Ramallo,RAMALLO,374,1139,0,1,1177,1,0,2,2694
Buenos Aires,Ramallo,VILLA RAMALLO,501,1941,0,1,327,0,0,0,2770
Buenos Aires,Rauch,OTROS,0,0,0,0,0,0,0,15,15
Buenos Aires,Rauch,Rauch,1001,0,8,514,0,1,0,93,1617
Buenos Aires,Rivadavia,América,577,928,0,1774,1,1,0,810,4091
Buenos Aires,Rivadavia,Fortín Olavarría,272,0,0,205,0,0,0,0,477
Buenos Aires,Rivadavia,González Moreno,0,0,0,0,0,0,0,1,1
Buenos Aires,Rivadavia,Sansinena,0,0,0,196,0,0,0,175,371
Buenos Aires,Rojas,Las Carabelas,0,0,0,195,0,1,0,47,243
Buenos Aires,Rojas,Rojas,595,3537,2,1160,0,0,0,1479,6773
Buenos Aires,Rojas,Rafael Obligado,0,0,0,0,0,0,0,26,26
Buenos Aires,Roque Pérez,Carlos Beguerie,0,0,0,156,0,0,0,39,195
Buenos Aires,Roque Pérez,Roque Pérez,191,531,1,1615,0,0,0,293,2631
Buenos Aires,Saavedra,Espartillar,0,0,0,314,0,0,0,79,393
Buenos Aires,Saavedra,Pigüé,191,0,3,4662,0,0,0,0,4856
Buenos Aires,Saavedra,Saavedra,0,0,0,9,0,0,0,23,32
Buenos Aires,Saavedra,Goyena,0,0,0,44,0,0,0,0,44
Buenos Aires,Saavedra,Arroyo Corto,0,0,0,259,0,0,0,0,259
Buenos Aires,Saladillo,Del Carril,0,0,0,0,0,0,0,2,2
Buenos Aires,Saladillo,Saladillo,604,4667,0,4317,47,0,0,392,10027
Buenos Aires,Saladillo,Cazón,0,0,0,45,0,0,0,0,45
Buenos Aires,Saladillo,Alvarez de Toledo,0,0,0,40,0,0,0,0,40
Buenos Aires,Salliqueló,Quenumá,0,0,0,0,36,0,0,0,36
Buenos Aires,Salliqueló,Salliqueló,151,0,3,0,0,2,0,0,156
Buenos Aires,Salto,Arroyo Dulce,438,0,0,51,0,0,0,37,526
Buenos Aires,Salto,Gahan,181,0,0,0,0,0,0,0,181
Buenos Aires,Salto,Inés Indart,0,0,0,15,189,4,0,0,208
Buenos Aires,Salto,Salto,891,1325,1,8131,0,0,0,0,10348
Buenos Aires,San Andrés de Giles,Azcuénaga,0,0,0,55,7,0,0,54,116
Buenos Aires,San Andrés de Giles,San Andrés de Giles,470,684,1,3719,486,1,0,0,5361
Buenos Aires,San Andrés de Giles,Solís,46,0,0,261,0,1,0,107,415
Buenos Aires,San Andrés de Giles,Villa Ruiz,0,0,0,140,0,0,0,86,226
Buenos Aires,San Andrés de Giles,Villa Espil,0,0,0,0,0,0,0,104,104
Buenos Aires,San Andrés de Giles,Cucullú,0,0,0,0,218,0,0,24,242
Buenos Aires,San Antonio de Areco,San Antonio de Areco,1189,1839,5,2721,0,3,0,2223,7980
Buenos Aires,San Antonio de Areco,Villa Lía,190,0,0,245,0,0,0,56,491
Buenos Aires,San Antonio de Areco,Duggan,0,0,0,231,0,0,0,278,509
Buenos Aires,San Cayetano,Balneario San Cayetano,0,0,0,113,0,0,0,1,114
Buenos Aires,San Cayetano,San Cayetano,146,984,0,902,0,0,0,268,2300
Buenos Aires,San Cayetano,Ochandío,0,0,0,0,0,0,0,15,15
Buenos Aires,San Fernando,San Fernando,2636,16717,2,7609,13,0,0,109,27086
Buenos Aires,San Fernando,Victoria,1369,12409,2,1369,5,2,0,1,15157
Buenos Aires,San Fernando,Virreyes,435,7395,0,2753,1,0,0,0,10584
Buenos Aires,San Isidro,Acassuso,272,5253,1,367,1,1,0,0,5895
Buenos Aires,San Isidro,Beccar,1997,16037,0,558,4,0,0,80,18676
Buenos Aires,San Isidro,Boulogne Sur Mer,1748,19780,4,1475,13,3,0,5,23028
Buenos Aires,San Isidro,Martínez,1723,24034,52,3964,60,1,0,0,29834
Buenos Aires,San Isidro,San Isidro,984,20890,3,683,16,1,0,1,22578
Buenos Aires,San Isidro,Villa Adelina,862,10200,0,1527,7,0,0,0,12596
Buenos Aires,San Miguel,Bella Vista,94,3484,39,7924,49,2,0,1335,12927
Buenos Aires,San Miguel,Campo De Mayo,0,0,0,0,0,1,0,0,1
Buenos Aires,San Miguel,Muñiz,246,3274,5,1867,0,0,0,0,5392
Buenos Aires,San Miguel,San Miguel,462,80213,62,26516,108,2,0,121,107484
Buenos Aires,San Nicolás,Conesa,670,0,0,0,0,1,0,0,671
Buenos Aires,San Nicolás,Erézcano,0,0,0,0,0,0,0,108,108
Buenos Aires,San Nicolás,General Rojo,0,0,0,608,0,2,0,0,610
Buenos Aires,San Nicolás,San Nicolás de los Arroyos,8072,17068,2,8757,0,3,0,52,33954
Buenos Aires,San Pedro,Río Tala,0,0,0,2,237,0,0,0,239
Buenos Aires,San Pedro,San Pedro,2249,4720,0,8580,78,3,0,78,15708
Buenos Aires,San Pedro,Santa Lucía,0,0,0,3,0,2,0,0,5
Buenos Aires,San Vicente,Alejandro Korn,110,3510,4,6150,9,0,0,332,10115
Buenos Aires,San Vicente,Domselaar,0,750,0,0,0,0,0,52,802
Buenos Aires,San Vicente,San Vicente,1127,4134,4,483,5,0,0,217,5970
Buenos Aires,Suipacha,General Rivas,96,0,0,0,0,0,0,123,219
Buenos Aires,Suipacha,Suipacha,273,0,2,3307,0,0,0,269,3851
Buenos Aires,Tandil,De la Canal,0,0,0,0,5,0,0,39,44
Buenos Aires,Tandil,Gardey,0,0,0,257,35,0,0,20,312
Buenos Aires,Tandil,María Ignacia  (Est. Vela),268,0,0,0,0,0,0,25,293
Buenos Aires,Tandil,OTROS,0,0,0,0,45,0,0,0,45
Buenos Aires,Tandil,Tandil,2620,39046,203,2929,277,3,0,896,45974
Buenos Aires,Tandil,Desvío Aguirre,0,0,0,12,0,0,0,1,13
Buenos Aires,Tapalqué,Tapalqué,0,0,0,1,0,1,0,0,2
Buenos Aires,Tigre,Benavídez,858,9394,0,8931,0,5,0,1590,20778
Buenos Aires,Tigre,Dique Luján,40,2219,0,107,0,0,0,85,2451
Buenos Aires,Tigre,Don Torcuato Este,1293,13472,3,9823,6,0,0,23,24620
Buenos Aires,Tigre,El Talar,495,7826,0,6362,2,2,0,80,14767
Buenos Aires,Tigre,General Pacheco,2021,11802,1,3689,7,2,0,2,17524
Buenos Aires,Tigre,Los Troncos Del Talar,477,6860,0,2903,0,1,0,0,10241
Buenos Aires,Tigre,OTROS,0,0,0,2,0,0,0,0,2
Buenos Aires,Tigre,Ricardo Rojas,1075,3791,0,1896,6,0,0,0,6768
Buenos Aires,Tigre,Rincón de Milberg,697,8932,0,1860,0,0,0,45,11534
Buenos Aires,Tigre,Tigre,766,12467,0,4674,6,6,0,176,18095
Buenos Aires,Tigre,Don Torcuato Oeste,0,0,0,0,0,0,0,186,186
Buenos Aires,Tigre,Nordelta,930,5981,0,2512,0,0,0,0,9423
Buenos Aires,Tordillo,General Conesa,40,227,0,0,0,0,0,63,330
Buenos Aires,Tordillo,Villa Roch,0,0,0,0,0,0,0,11,11
Buenos Aires,Tornquist,Saldungaray,564,0,0,0,0,0,0,0,564
Buenos Aires,Tornquist,Sierra de la Ventana,0,486,0,621,0,0,0,0,1107
Buenos Aires,Tornquist,Tornquist,131,966,0,1461,0,2,0,0,2560
Buenos Aires,Tornquist,Villa Serrana La Gruta,0,119,0,0,0,0,0,0,119
Buenos Aires,Tornquist,Villa Ventana,475,0,0,0,0,0,0,0,475
Buenos Aires,Trenque Lauquen,30 de Agosto,0,184,0,1396,2376,0,0,0,3956
Buenos Aires,Trenque Lauquen,OTROS,0,0,0,0,0,4,0,0,4
Buenos Aires,Trenque Lauquen,Trenque Lauquen,2527,16,68,12525,68,1,0,1241,16446
Buenos Aires,Trenque Lauquen,Girodias,47,0,0,0,0,0,0,2,49
Buenos Aires,Trenque Lauquen,La Carreta,0,0,0,0,0,0,0,2,2
Buenos Aires,Trenque Lauquen,Trongé,0,0,0,0,0,0,0,2,2
Buenos Aires,Trenque Lauquen,Berutti,0,0,0,282,0,0,0,0,282
Buenos Aires,Tres Arroyos,Claromecó,268,0,0,722,0,0,0,734,1724
Buenos Aires,Tres Arroyos,Copetonas,0,0,0,1,0,0,0,89,90
Buenos Aires,Tres Arroyos,Lin Calel,0,0,0,0,0,0,0,11,11
Buenos Aires,Tres Arroyos,Micaela Cascallares  (Est. Cascallares),0,0,0,1,0,0,0,155,156
Buenos Aires,Tres Arroyos,Orense,0,0,1,246,407,0,0,146,800
Buenos Aires,Tres Arroyos,Reta,0,0,0,0,0,0,0,224,224
Buenos Aires,Tres Arroyos,San Francisco de Bellocq,0,0,0,0,0,0,0,120,120
Buenos Aires,Tres Arroyos,San Mayol,0,0,0,0,9,0,0,11,20
Buenos Aires,Tres Arroyos,Tres Arroyos,1352,14565,61,1513,61,1,0,903,18456
Buenos Aires,Tres De Febrero,11 De Septiembre,23,1195,0,5,1,2,0,0,1226
Buenos Aires,Tres De Febrero,Caseros,2423,23051,2,8901,25,0,0,2,34404
Buenos Aires,Tres De Febrero,Churruca,11,878,0,1543,0,0,0,0,2432
Buenos Aires,Tres De Febrero,Ciudad Jardín Lomas del Palomar,507,5266,0,837,2,0,0,0,6612
Buenos Aires,Tres De Febrero,Ciudadela,313,11586,67,14166,117,3,0,4,26256
Buenos Aires,Tres De Febrero,El Libertador,134,2746,0,0,0,0,0,0,2880
